-271.2224 128.36003 -27.537006 10.755567 17.490505 -4.3789067 -12.74493 -7.456312 -6.7895827 1.4340924 -4.794818 -14.249714 -12.357129 1.7319068 4.87691 2.7805035 7.5901456 7.8290596 9.733626 4.375384,1
-281.73322 101.5119 -13.642948 16.68253 5.78487 7.790737 4.045144 0.78950983 -2.5002525 -0.24447267 -10.724344 -7.801178 3.952428 10.199187 13.88828 15.538368 25.432829 27.875635 12.905137 -5.340045,6
-305.58176 149.03763 34.74404 24.508442 22.414658 12.74254 -0.3549065 -1.7291538 -4.438789 -2.7735262 -3.8379064 -3.774859 -8.290135 -10.141913 -2.8478348 -1.5936924 -3.8140473 -10.355274 -11.798245 -12.1655655,0
-266.7594 161.91763 8.645985 -0.16473785 28.78327 6.712556 0.29845652 3.9018154 6.8278904 -2.802869 3.3620534 7.0033607 7.7306724 -0.20362175 7.297468 2.2124557 -8.312082 -4.2332153 11.545315 18.480291,6
-226.43163 96.09261 -51.194286 24.077635 -7.205412 -7.602229 -19.92443 -12.714884 -5.477464 -0.6679957 -15.326535 -12.213321 -7.398921 14.078523 38.489044 45.88572 43.051018 25.905176 7.950067 -13.944255,1
-226.33661 142.48468 -15.052928 23.184078 6.823319 15.635502 -13.567647 -5.7238603 -10.226042 -3.8090656 -8.575477 -5.58578 -2.2625425 0.030174118 -6.8162804 -5.8910475 -3.6528516 -6.1667104 0.15402873 -1.3288615,0
-274.31693 38.378574 -16.331366 -9.528267 6.2342167 18.262709 16.801466 38.0678 30.968636 12.888276 2.2196808 -15.451375 -0.112976365 17.164024 41.571163 48.23713 22.118296 4.515052 -0.38556728 -2.0041497,7
-371.28714 33.476757 -18.859718 -18.174328 0.88335174 46.361633 40.805656 30.538298 -11.930057 -18.46994 -1.4432968 29.242756 43.275845 9.191609 -14.700428 1.6171081 29.256111 38.223415 22.046299 15.974472,7
-255.67612 153.58878 -63.510914 15.429938 10.673782 -7.8039956 10.094919 7.5652514 -2.1683617 4.0524993 -3.9035046 7.3694377 6.1787844 -8.026445 -17.703358 -27.102268 -22.820612 -24.861883 -14.52118 -5.467116,2
-251.92377 83.013626 -8.632233 22.009819 -4.276846 16.939028 4.4741907 17.315779 20.167734 19.838512 -13.920782 -14.922595 -1.74226 29.514982 27.052511 3.7227778 -7.8535614 10.270596 14.599591 0.653925,1
-279.9368 124.35525 -7.091366 16.9063 18.242523 6.130561 6.661625 8.808929 7.6123357 13.664762 6.7873793 0.6466149 7.0213647 3.0842164 -3.1550515 -1.1184919 5.6955733 3.278606 2.2480955 6.5372953,6
-256.26083 143.26534 -20.51109 12.740261 11.477506 5.9335895 16.288729 7.144849 -5.6053276 0.39094096 -2.394169 -6.746688 -10.472122 -17.886538 -12.395236 -2.1733701 6.0967364 4.9872856 2.7971146 -8.161601,2
-265.77283 74.08425 -14.799712 25.736008 -12.578581 8.372055 2.3170178 25.516043 7.393708 8.323518 -22.7909 -7.347366 12.5921755 32.50519 16.736311 -10.448771 -0.26078314 30.934795 23.201735 12.913686,1
-379.04764 87.65337 18.994816 12.679023 9.6200905 9.081222 -1.2531316 -4.5158463 -2.8080206 -0.053588394 -3.4525192 -6.336262 -2.7374341 -0.3227746 -0.3007185 -0.7409397 -0.8910913 2.2155762 5.8491883 7.6043415,0
-259.54376 105.50824 -6.61571 16.59359 8.022523 10.51396 10.098345 9.956857 9.341779 12.881325 2.098378 0.88725024 1.165757 -3.4907348 1.4786599 1.8165125 8.552651 26.216549 32.094032 22.458332,6
-260.11288 71.0649 -15.686082 10.751318 6.879725 10.638225 5.870621 17.733297 23.111149 28.40237 12.754639 -7.206544 -15.774073 1.0273575 23.66198 24.38664 0.035619695 -3.088989 4.164246 15.6766405,6
-246.08168 161.99695 3.2241335 8.095212 17.602726 6.9460115 16.439144 8.007816 -2.464159 10.7321615 1.5892729 -7.389669 1.1223141 4.296559 0.13432781 -1.9770032 -0.64796203 1.5949838 3.6195004 -6.789243,2
-298.49643 66.04668 2.5888264 16.16173 22.653261 16.657352 14.304793 24.161905 20.726103 8.899089 -3.72945 5.0097666 25.594099 25.85708 8.102404 -15.336966 -6.4300904 14.731182 9.739821 10.642977,6
